spin_index,corr
0,-0.106873830557
1,-0.331496551306
2,0.110203967153
3,-0.187152896572
4,0.231291381561
5,0.145628237476
6,-0.115597421362
7,-0.305204862223
8,-0.0220861765177
9,-0.250548490233
10,0.0431240324129
11,0.191963888109
12,-0.0510410201347
13,0.0940041410191
14,-0.0864153384282
15,-0.0585591314505
16,0.267886704046
17,0.160144908444
18,-0.344916463168
19,-0.247152496984
20,-0.121248876921
21,0.325904128418
22,0.00149743265161
23,-0.00912033136844
24,-0.400599309095
25,0.173142107735
26,-0.325391351067
27,0.192724912369
28,-0.102448556627
29,-0.12768627616
30,-0.181321116726
31,0.231076997649
32,-0.0728831569811
33,0.0850514623754
34,0.140154383257
35,-0.264922204042
36,0.234861374785
37,-0.290839617003
38,0.10293992333
39,0.217893477739
40,0.160823071041
41,-0.118031359799
42,-0.339174771905
43,0.130718016849
44,0.191131150504
45,-0.040120273635
46,0.178016585878
47,0.00718051923587
48,-0.0225788412232
49,-0.233085606302
50,-0.235834297684
51,0.0988010685919
52,-0.102674539248
53,-0.23402136662
54,-0.0593766791002
55,0.261926453393
56,0.0400718103288
57,-0.363710509586
58,-0.161576123238
59,-0.324926943223
60,-0.319052536639
61,-0.330537027908
62,0.0695624794814
63,0.292407046663
64,0.0864684685355
65,-0.295992729344
66,-0.0254246516732
67,-0.116786451156
68,0.105898878674
69,-0.199411550133
70,-0.0657621007689
71,-0.171122445617
72,-0.0431085707337
73,0.279721001598
74,-0.12936620222
75,0.194861510094
76,0.00921300709767
77,-0.130588404311
78,-0.0573861273119
79,-0.0399878239696
80,-0.0373153797276
81,-0.0784568091436
82,0.355725187324
83,0.0908351662595
84,0.119988142961
85,-0.0163124819128
86,-0.267919718813
87,-0.340001873731
88,0.109508296196
89,0.058559674576
90,-0.233271963206
91,-0.0291505113702
92,-0.273034912715
93,0.337697572172
94,0.293091157226
95,-0.0576456130934
96,-0.373790763537
97,-0.302936286254
98,0.096893569843
99,-0.0258025151756
100,-0.3919527794
101,-0.14253212402
102,0.430369601746
103,-0.00851817509212
104,0.32722463829
105,0.141327492973
106,0.0258558488539
107,-0.0167976158183
108,-0.0782496047646
109,0.31635512583
110,0.245062903473
111,-0.168886991568
112,0.205401255255
113,0.225497974824
114,-0.178638424242
115,0.0629771400459
116,-0.191925911573
117,0.00749459174843
118,-0.0269098113652
119,-0.196036290446
120,-0.0224912653642
121,0.190198654806
122,-0.0745976506435
123,-0.0858617049871
124,-0.0173658685168
125,-0.0526115406088
126,-0.216584449668
127,-0.036699336426
128,0.0255635983399
129,-0.301869131819
130,0.0695715171016
131,-0.0215145028356
132,0.278558710022
133,-0.319331091892
134,0.234121174178
135,0.0638574680834
136,0.20929082568
137,-0.0743928619894
138,-0.0899514184837
139,-0.118201871433
140,0.16665808749
141,-0.0272476922146
142,0.31495063512
143,-0.279674434373
144,-0.438218418653
145,-0.213338268505
146,-0.131411909764
147,-0.106557762691
148,0.135716955168
149,0.118561465445
150,0.114426607225
151,0.190979067274
152,0.152903041039
153,-0.313700396626
154,-0.0149575144514
155,0.138159810669
156,0.225691947393
157,-0.240453680844
158,0.129725270073
159,-0.00268703050297
160,0.198880871914
161,0.176357712836
162,0.0335007357735
163,0.164850754755
164,0.0331590337523
165,0.192495393001
166,-0.0641596512825
167,0.328817276302
168,-0.280289047797
169,-0.185933800909
170,0.319977760665
171,0.0914195368248
172,0.179150093266
173,-0.0113314115743
174,-0.219028308212
175,0.132655137892
176,0.0924299620962
177,0.231489168586
178,-0.00512549362407
179,-0.374412647684
180,-0.0357976461144
181,-0.126846541918
182,-0.0653679854854
183,0.217248508607
184,0.275274708849
185,-0.0509498012193
186,0.268834785292
187,0.197052875658
188,0.0583021151158
189,0.241780501978
190,0.0600360005581
191,-0.10823636387
192,-0.0572481273465
193,0.0191746151307
194,0.104961965619
195,0.189368946436
196,-0.255111753317
197,0.082517596887
198,0.0976280663473
199,0.0171528431475
200,-0.173864074855
201,0.0638589253493
202,-0.285302011078
203,-0.254876318699
204,0.190326749941
205,0.210190641938
206,0.156781877567
207,-0.0736835843165
208,0.0239310364526
209,-0.0135392988665
210,-0.0875704289377
211,-0.0741162135452
212,-0.0896569337402
213,-0.136564678693
214,-0.146624132113
215,-0.110701326779
216,0.242035910163
217,0.27816623992
218,-0.0761829527457
219,-0.134092242215
220,-0.0606676501564
221,0.0234004909986
222,-0.259215004894
223,-0.293601034348
224,0.0331299059094
225,-0.0579577381459
226,0.188837888895
227,-0.107962779075
228,-0.076464053689
229,-0.0974164441229
230,0.249429970724
231,-0.298785640471
232,-0.0946106785788
233,-0.25490002282
234,-0.352713136136
235,0.0732001761004
236,-0.228996791615
237,-0.339174771905
238,-0.179924055118
239,0.223442434759
240,-0.201630523316
241,0.214057919214
242,-0.18337575017
243,0.267125729537
244,0.192912870354
245,-0.0357718639351
246,-0.398115034414
247,-0.304581965357
248,0.21082317459
249,-0.0178783099937
250,-0.308041497085
251,0.176406778153
252,-0.0917192645938
253,0.0515598028991
254,-0.394577185817
255,0.169662675549
256,0.0212697562072
257,-0.00516872610258
258,-0.319962516875
259,-0.0668770165765
260,0.123071500585
261,0.21959337988
262,0.186555670498
263,-0.205303580517
264,-0.12384833521
265,-0.185399822722
266,-0.248453475757
267,-0.118355141876
268,0.0355433055496
269,0.193058069976
270,0.289924825482
271,-0.11535749004
272,0.214933692999
273,0.196820867622
274,0.0248721579946
275,-0.22925332002
276,-0.121689388462
277,0.170367158254
